"","A","B","C","D","E","F","G","H","I"
"Q74F95",7.184198,8.306382,8.227631,7.463714,7.222242,7.697203,7.222242,8.2600695,7.412702
"Q74BF6",6.513485,6.362576,6.2607855,6.146097,6.494244,6.193542,6.494244,6.347669,6.0703015
"Q74GG2",5.4172855,5.333091,5.2509845,5.321766,5.80189475,5.809203,5.80189475,5.176083,5.5718035
"Q84EX7",6.4165845,5.735966,5.3957935,6.823605,6.41275975,6.55501,6.41275975,5.5820205,6.6363565
"A0LKR5",5.117934,5.346804,5.389938,4.941055,5.04677,5.029858,5.04677,5.535201,4.9987605
"A0A4W3",6.952962,6.933487,6.7822575,7.28816,6.9157215,7.169351,6.9157215,6.835781,7.224734
"Q74CH7",4.7236125,5.289067,5.5050215,5.264743,4.79500025,5.106592,4.79500025,5.267846,5.0408805
"Q74FJ5",8.120404,8.225929,8.183893,8.069705,8.077937,7.961146,8.077937,8.2185115,8.062446
"Q74D19",5.508987,5.900526,5.8335065,5.241594,5.060977,5.591276,5.060977,5.8705985,5.013259
"Q747W1",5.2075905,4.584852,4.9966835,5.471842,5.18589975,4.767322,5.18589975,5.087652,5.1517225
"Q74EP0",5.160572,5.116127,5.1103535,5.20946,4.7513275,5.065373,4.7513275,5.20789,5.2029135
"Q747Q3",5.024154,5.356996,5.447435,5.379484,5.1830615,4.753116,5.1830615,5.539995,5.3837395
"Q74GI6",5.3610005,6.118761,5.976104,5.564098,5.36057925,5.624468,5.36057925,5.730361,5.5183175
"Q747A9",6.299666,5.336895,5.4654965,5.192255,5.8215755,4.919029,5.8215755,5.1597335,5.2678735
"Q74EW3",6.654621,6.644921,6.623485,7.06952,6.579199,6.651414,6.579199,6.712612,6.935421
"Q74D31",5.445093,4.887907,5.202907,5.681974,5.4660945,5.112549,5.4660945,5.020778,5.277961
"P61532",4.736099,5.486976,5.6425535,5.453769,4.8955765,5.52772,4.8955765,5.3725455,5.3271265
"Q3V8C8",7.697933,7.831101,7.843561,8.0103,7.7531935,7.752486,7.7531935,7.815648,7.909438
"Q74GE0",6.339927,5.443817,5.2843495,6.19318,6.2970685,6.100474,6.2970685,5.424635,6.0980185
"Q74AD4",4.9751,4.719857,5.145913,5.431076,4.991674,5.289609,4.991674,4.9568425,4.9509555
"Q74DY5",5.839368,6.530648,6.477029,6.201233,5.9013205,6.153235,5.9013205,6.5718745,5.9429315
"Q8VRR0",4.5071295,5.195117,5.4429625,5.062883,4.61235025,4.971998,4.61235025,5.4286225,5.074689
"A0A0D5NBB0",5.3855715,4.911861,5.0969225,4.868176,5.11574175,5.239722,5.11574175,5.421265,5.0754355
"Q74C85",5.44075,5.476463,5.475358,5.605499,5.495165,5.495489,5.495165,5.507731,5.303635
"Q74D73",4.938101,5.382522,5.2508365,5.040499,5.004918,5.049763,5.004918,5.2871255,5.1960695
"Q74H11",5.737121,4.944407,5.059532,5.864766,5.3924585,5.961169,5.3924585,5.387738,5.451774
"A0LLF8",5.009956,5.477254,5.2363175,4.880013,5.215275,5.010281,5.215275,5.3541605,4.886052
"Q748S9",5.918237,6.308543,6.312194,5.8235,5.9321505,5.920405,5.9321505,6.178084,5.8244565
"Q74BY8",4.7982285,5.486052,5.8083055,4.998406,5.02628575,5.218879,5.02628575,5.4046305,5.0393625
"Q749G1",6.276471,6.664633,6.681519,6.894577,6.2931465,6.596938,6.2931465,6.63314,6.770471
"A0LH38",5.030073,5.515661,5.588559,5.186242,4.745371,5.129027,4.745371,5.590731,5.121838
"A0A0D5N724",5.003124,5.209442,5.387637,5.085944,4.7823715,5.273053,4.7823715,5.1963455,5.110678
"Q74AC1",5.3895795,5.527007,5.2901125,5.421068,5.37026225,5.050547,5.37026225,5.587605,5.425594
"Q74CA3",7.097475,6.497814,6.5486245,6.391341,7.0848255,6.518514,7.0848255,6.4011735,6.47434
"I7F9E4",5.4785185,5.07633,5.3650025,5.989655,5.21914025,5.966184,5.21914025,5.273416,5.590459
"Q747J9",5.4180715,5.511746,5.500512,5.410229,5.40840475,5.350326,5.40840475,5.3708835,5.30517
"A0LEE9",5.4435915,5.185805,5.1860995,4.874585,5.25377825,5.541699,5.25377825,5.3052305,5.0608145
"Q74BT6",6.063267,5.444713,5.2838575,5.611553,5.948102,6.051461,5.948102,5.5048185,5.741779
"Q74D77",6.1971465,5.51553,5.4784585,5.33714,6.25054925,5.492383,6.25054925,5.412186,5.273019
"A0LHL3",5.177018,5.05789,5.2379535,5.214293,5.0944755,4.991661,5.0944755,5.0626825,5.1773095
"Q74FX5",5.144348,5.632392,5.3148965,5.387874,5.062654,4.880137,5.062654,5.3751915,5.23266
"Q747A4",4.870938,4.943349,5.178858,5.343326,4.9680485,4.749661,4.9680485,5.3526485,5.257541
"Q74DM2",5.173547,5.273057,5.3220795,5.006059,5.0491585,5.023271,5.0491585,5.450855,4.9796045
"A0A0D5NDG1",4.8848755,5.171896,5.1405565,5.776352,5.06292325,4.849535,5.06292325,5.237408,5.4255925
"Q74FI9",5.3685595,5.651885,5.5433015,5.059715,5.07960075,5.25094,5.07960075,5.744385,5.187554
"Q74CH3",7.861061,7.33658,7.369309,7.823298,7.80924,7.6929,7.80924,7.409541,7.779871
"Q747A0",5.884922,4.946376,5.194599,4.995701,5.932276,5.910614,5.932276,5.3206965,5.58456
"Q74CM4",5.025259,5.469611,5.2094835,4.906815,4.9287995,5.3047,4.9287995,5.7287995,5.0291675
"Q74FF1",7.1480395,5.922315,5.899223,7.077477,7.08679575,7.1013,7.08679575,5.8128505,6.9523975
"Q74FK6",6.5321405,5.945739,5.5118495,6.668898,6.46561275,6.593131,6.46561275,5.91207,6.6627475
"Q747K9",4.6840635,5.81034,5.3810375,5.31636,4.80291125,5.292837,4.80291125,5.601399,5.1830745
"A0LII4",5.2413795,5.293846,5.228311,5.116043,5.31318725,5.0846,5.31318725,5.3707875,5.2674435
"Q74FF5",5.3469955,5.231453,5.2592185,4.804706,5.13769075,4.92514,5.13769075,5.1726605,4.9551665
"A0LHG4",5.0179265,5.016476,5.4857115,5.183912,5.07871725,5.078721,5.07871725,5.131023,5.0669045
"Q74D30",5.5829285,5.469356,5.5473205,5.313057,5.07770825,5.165354,5.07770825,5.323928,5.1896485
"Q74G11",5.500833,5.349456,5.442757,5.322281,5.5253595,5.256526,5.5253595,5.5157935,5.3448185
"Q74ED4",6.0358405,5.091674,5.0932255,5.634114,6.08980225,5.810864,6.08980225,5.4373815,5.698494
"A0A0D5N3Q5",5.781668,5.436263,5.519515,5.132317,5.4772565,5.147981,5.4772565,5.4678955,5.230846
"A0LHR4",5.1390775,5.636661,5.692455,4.838321,4.90196675,5.254985,4.90196675,5.431809,4.957814
"Q74EL1",5.418615,5.011928,5.136767,4.481524,5.0591565,5.780123,5.0591565,5.109462,4.8419185
"A0LHR3",5.0836845,5.262845,5.2207565,5.461339,4.89775825,5.175298,4.89775825,5.1287255,5.1397845
"Q74BA6",5.1817655,4.963975,5.0593515,4.835203,5.18040725,5.27569,5.18040725,5.2207795,4.980539
"P61323",5.4960305,5.856934,5.8273325,5.762303,4.95503225,5.745075,4.95503225,5.8992475,5.6426995
"A0LK15",4.684716,5.098528,5.134101,5.329113,4.4476695,5.224041,4.4476695,5.195638,5.1174325
"Q74B25",5.1822875,5.110415,5.308057,5.310494,5.21790525,5.156832,5.21790525,5.196854,5.1884845
"A0LL24",5.124594,4.917316,5.2227735,4.797939,4.9883035,5.093574,4.9883035,5.1364255,4.9093525
"Q74DJ2",6.3288465,5.644502,5.604216,6.005438,6.34313325,6.204636,6.34313325,5.319927,5.4336805
"Q74FU9",6.0803745,6.482144,6.4858405,5.574321,5.98674075,5.748103,5.98674075,6.5464075,5.621805
"A0LQ78",5.0673035,5.583636,5.378569,5.354226,4.83686825,4.727303,4.83686825,5.344371,5.0652205
"Q747M6",6.595099,4.959094,5.011114,6.976854,6.64447,6.926178,6.64447,5.1979825,6.910009
"Q74H01",6.1743875,5.774524,5.625322,5.256766,6.25305925,5.232259,6.25305925,5.7234635,5.2529945
"Q74G81",5.100846,6.308436,6.334136,5.384783,5.1786735,5.459242,5.1786735,6.3046895,5.3815635
"Q748M1",5.975454,6.027635,5.8342755,5.043822,5.995071,5.968408,5.995071,6.0421365,5.45205
"A0LLD8",5.1261355,5.693885,5.608211,4.731895,5.22925625,5.14821,5.22925625,5.492081,5.177536
"A0LQK9",5.1572055,5.067456,5.155493,5.650498,5.11152475,4.692354,5.11152475,5.2395865,5.469388
"Q74DG7",7.370365,7.128722,7.122216,7.090329,7.35451,6.959261,7.35451,7.1668415,7.0063015
"Q74CA0",6.039272,5.972781,6.4195075,6.034388,5.8949945,6.024814,5.8949945,5.9124445,5.863234
"Q749A7",6.79145,7.342758,7.19966,6.818028,6.7980435,6.627346,6.7980435,7.2896225,6.890466
"Q74F81",4.475859,5.040991,5.0292,4.994431,4.7717565,4.81595,4.7717565,5.041852,4.9353795
"Q74F32",4.71892,8.030964,7.941713,8.382881,4.558855,8.563386,4.558855,8.0078245,8.4529105
"Q74B49",4.8891805,5.219353,5.3253095,5.373322,4.92267575,5.337883,4.92267575,5.2818035,5.3268505
"Q74E11",5.2049335,5.920463,6.001283,5.372712,5.27454475,4.791537,5.27454475,5.9031835,4.9900225
"Q74AK3",5.11326,5.514964,5.4731455,5.06432,5.1600155,5.080818,5.1600155,5.3048035,4.864595
"Q749M7",5.264353,6.354915,6.4788835,5.26238,5.232749,5.580765,5.232749,6.434512,5.289898
"Q74CS9",8.102828,7.290524,7.3642165,8.025879,8.0298245,8.12087,8.0298245,7.2796915,8.074228
"Q74BQ4",6.816837,6.898226,6.7367875,7.032054,6.794484,6.934731,6.794484,6.8371365,6.9783215
"Q74GZ6",8.7569805,8.328726,8.329965,8.116142,8.71960325,8.616738,8.71960325,8.3128055,8.373168
"Q74EG6",4.8955665,5.046025,5.211964,4.96863,4.76674725,4.935877,4.76674725,5.1966985,4.87685
"A0LFG2",5.0221955,5.365763,5.384237,5.235377,4.85304625,4.887003,4.85304625,5.380294,5.268857
"Q74E27",7.3544495,7.433498,7.3943885,7.643226,7.39430975,7.554852,7.39430975,7.4670045,7.5464985
"Q74CH5",5.381483,5.22039,5.3675485,5.52085,5.4012555,5.385231,5.4012555,5.294385,5.155436
"Q74CU3",6.600029,5.157279,5.1036095,6.030073,6.5542995,6.175135,6.5542995,5.1549845,5.4241895
"Q74G24",5.2507635,5.276536,5.202441,4.765384,5.11325775,5.051229,5.11325775,5.110164,5.143557
"Q74H27",5.027302,5.361161,5.536968,4.887203,5.136721,5.024292,5.136721,5.266484,4.9477475
"A0LQK7",5.0256775,5.39642,5.537986,4.911981,4.90885125,4.994011,4.90885125,5.383754,5.0911095
"Q74FY1",5.038873,5.635609,5.49715,5.211031,5.068361,5.311293,5.068361,5.4637185,5.007332
"Q74FQ7",4.9566755,5.35403,5.3496895,4.800376,4.80331975,5.589113,4.80331975,5.501763,4.9879005
"A0LQ70",5.1061295,5.650807,5.5108465,5.236027,5.03575025,5.32977,5.03575025,5.540355,5.269666
"Q74C91",5.537428,5.222428,5.1753375,5.869061,5.6370755,5.669772,5.6370755,5.136355,5.7076045
"Q74BH7",5.3935055,5.526937,5.440399,4.943066,5.50480125,4.96105,5.50480125,5.5378995,4.9926325
"Q74ES2",5.235402,4.922142,5.0166855,5.022944,5.030152,4.934404,5.030152,5.278647,5.1188525
"Q74BD5",5.586029,5.335825,5.3633235,5.329093,5.6088225,5.639606,5.6088225,5.252769,5.5905575
"A0LLG3",4.898555,5.495254,5.5088855,4.980822,5.0455025,5.377579,5.0455025,5.5164995,4.9649215
"Q746Y3",8.0287255,7.372562,7.3624785,7.891359,7.97492225,7.608953,7.97492225,7.350593,7.838597
"Q74C25",5.555547,5.111715,5.4850345,5.476368,5.612929,5.361161,5.612929,5.2093185,5.390666
"Q74AS9",6.3056935,7.300095,7.33819,6.558517,6.42356775,6.552328,6.42356775,7.3564625,6.4767645
"Q74EI8",6.004877,6.526352,6.6130905,6.2923,5.993685,6.095831,5.993685,6.58984,6.0174735
"Q74BL3",7.602905,8.252319,8.312606,7.691347,7.5961925,7.770292,7.5961925,8.276783,7.7102925
"A0LIN7",5.065203,5.000719,5.003828,4.974057,5.0596375,4.915316,5.0596375,5.013175,5.02018
"Q74BX0",5.3025175,5.89013,5.7042385,5.293676,5.19009575,5.23509,5.19009575,5.877907,5.2713865
"Q749X0",4.6968895,4.982317,5.186318,5.058927,4.83079325,5.395519,4.83079325,5.218578,4.892399
"Q74B50",4.9097155,5.516906,5.326809,5.160113,5.15476825,5.175437,5.15476825,5.4292705,5.1975985
"Q74GV1",5.1459065,4.972292,5.202378,5.239582,5.15838525,5.253932,5.15838525,5.215296,5.0699115
"Q74FR5",6.331706,6.3659,6.25702,6.678109,6.299192,6.327175,6.299192,5.7860255,6.604941
"Q74AD9",4.80844,5.340246,5.3137435,5.105619,5.137561,5.121611,5.137561,5.4211655,5.109746
"A0A0D5NAL2",6.2200045,5.339061,5.926818,5.968735,6.21696025,6.156337,6.21696025,5.6881245,5.929754
"Q747L3",5.21182,5.294808,5.2055365,5.208549,5.27433,5.216139,5.27433,5.284212,5.253096
"Q74GZ9",5.665838,5.459305,5.5447285,5.574228,5.677436,5.095661,5.677436,5.2915835,5.5938395
"Q74BG3",5.2234315,5.398023,5.237508,5.326653,5.09876475,5.707331,5.09876475,5.450821,5.237355
"Q74AE8",7.852376,7.502536,7.5049735,7.68058,7.7999055,8.033343,7.7999055,7.426033,7.878756
"Q74B47",7.75406,7.689708,7.7300665,7.881293,7.8310955,7.725372,7.8310955,7.641713,7.832126
"Q74FZ8",5.4260655,5.540689,5.6163845,4.981552,5.39439675,5.167392,5.39439675,5.3093435,4.937576
"Q74FV3",7.053215,6.62892,6.5078345,7.101232,6.99134,7.045401,6.99134,6.6633925,7.1217795
"Q74AZ1",5.5838915,5.162448,5.382938,6.459121,5.58360025,4.830314,5.58360025,5.226878,5.795047
"Q74BI0",5.5867425,5.270614,5.4168225,5.097953,5.84250275,5.114039,5.84250275,5.274386,5.220655
"Q74D61",5.72522,6.210425,6.2354155,6.159507,5.857043,5.979412,5.857043,6.204335,5.9650175
"Q747F6",5.237518,4.931295,5.190049,5.461246,5.221644,5.356405,5.221644,5.232545,5.345265
"Q74C80",5.018727,5.709437,5.575348,4.921114,5.0877945,5.005958,5.0877945,5.3936825,5.0770865
"Q74EJ3",5.2859505,5.704751,5.922771,6.135164,5.52445325,5.12118,5.52445325,5.8532855,5.804503
"A0LHJ3",4.83488,5.635345,5.4690945,4.609573,4.857061,5.053689,4.857061,5.5220555,4.8086115
"Q74EL9",6.3144895,5.714992,5.9825595,5.992001,6.37208075,5.922341,6.37208075,5.7174515,5.9116795
"Q74GZ1",5.205502,5.423986,5.223561,5.313509,5.229583,5.383097,5.229583,5.2268135,5.242972
"A0LP14",5.100741,5.669391,5.7160465,4.826601,5.3885915,5.112916,5.3885915,5.53189,4.9261795
"Q74BX7",5.6831725,5.717125,5.4636585,5.126971,5.62373575,5.015712,5.62373575,5.6318705,5.353908
"Q74AQ6",6.3144295,4.954154,5.200205,6.240874,6.24531825,5.386034,6.24531825,5.1306405,5.8782545
"Q74D59",7.3177185,6.882149,6.777308,7.103667,7.27577575,6.960166,7.27577575,6.816205,7.1516425
"Q749Y9",7.720892,7.244426,7.2821095,7.792265,7.731997,7.58355,7.731997,7.196051,7.7329655
"Q74FD3",5.1961515,5.033236,5.179455,5.573626,5.22721475,5.544304,5.22721475,5.055026,5.6827845
"A0A0D5N9Q6",4.888712,5.021191,5.417957,5.295381,4.9469505,5.509394,4.9469505,5.294111,5.0061025
"Q74BY2",6.635531,6.065953,6.2649455,5.561173,6.504874,5.660951,6.504874,6.003277,5.683707
"Q74F16",4.697619,5.038166,5.2346265,4.90903,4.6486825,5.156537,4.6486825,5.2156055,5.0838095
"Q74CW9",4.7760355,5.15667,5.3282945,5.096445,4.83636825,5.145481,4.83636825,5.3933915,5.272042
"Q74EZ7",6.846608,7.082175,6.970034,6.911259,6.82885,6.870193,6.82885,7.0812925,6.87572
"Q747R7",5.0086785,4.885529,4.954694,4.806828,5.10299525,5.354726,5.10299525,5.1376135,5.0963755
"Q74D35",4.9128445,5.394932,5.3423175,5.37491,4.98486725,4.938635,4.98486725,5.4371175,5.199684
"Q74C60",4.9717355,4.600427,4.977435,5.119744,4.80254175,4.99849,4.80254175,4.8995425,5.194773
"Q74G83",4.9565665,5.975257,5.880894,5.259762,5.12673725,5.295181,5.12673725,5.936126,5.200961
"Q74BM1",6.185829,5.471083,5.679735,4.940249,6.3605235,4.958267,6.3605235,5.656529,5.1113665
"Q74H78",5.675389,4.903585,5.226129,4.981498,5.622697,5.581433,5.622697,5.27543,5.209005
"Q747E2",5.9716685,5.614242,5.5590565,6.113977,5.95544375,6.02247,5.95544375,5.5677435,6.055662
"Q74AT1",5.8981855,6.664971,6.531273,5.766651,5.95313725,5.97808,5.95313725,6.6446575,5.872685
"Q74CV7",6.6030015,6.462473,6.2592125,7.039176,6.52687175,6.750663,6.52687175,6.391289,6.8330045
"Q74DI2",5.076363,5.035373,5.32266,5.158006,5.036945,4.862365,5.036945,4.990174,5.066656
"A0LIL1",4.8731665,5.449955,5.482172,5.036855,4.83033675,5.408784,4.83033675,5.554019,4.7789905
"Q74GV6",6.1163695,5.399816,5.457254,6.14054,6.07505725,5.71428,6.07505725,5.263479,5.992201
"Q74BY3",7.3328255,6.499275,6.426903,7.476078,7.39030175,7.255851,7.39030175,6.434598,7.2848725
"Q74CF8",7.453508,5.475918,5.526504,6.208602,7.4113805,6.143077,7.4113805,5.5677175,6.3199185
"A0LEG8",5.005185,4.844068,4.965016,4.869231,4.854088,5.120374,4.854088,4.8481975,5.035558
"Q74DC2",6.5347405,7.001993,7.0075415,6.036309,6.40301225,6.67121,6.40301225,7.137254,6.4161885
"Q74C47",5.408363,5.410167,5.2615075,4.857378,5.637815,5.386767,5.637815,5.281664,5.0717065
"Q74E13",5.288845,5.579315,5.417904,5.01264,5.2087395,4.92963,5.2087395,5.408643,5.4229285
"CON__sp|P00760|TRY1_BOVIN",8.0621765,9.678591,9.6540155,8.389769,8.07630525,8.500978,8.07630525,9.620662,8.4085135
"A0LPR0",5.1483115,5.074227,4.969855,5.245663,5.23749075,4.967571,5.23749075,5.344487,5.0627015
"Q74GG3",5.091899,5.371213,5.335005,5.223807,5.0293415,4.845813,5.0293415,5.152434,5.29569
"Q749E6",5.5608225,5.334496,5.277239,5.214787,5.87542275,5.351418,5.87542275,5.3387215,5.1092075
"Q74ER9",6.577916,5.512144,5.3902265,6.352684,6.5363065,6.598002,6.5363065,5.644887,6.441589
"Q74BH9",5.0577845,5.455889,5.479442,5.387554,5.40619625,4.615277,5.40619625,5.3937085,5.370793
"Q74BG7",4.6572785,5.880588,5.5586385,5.275701,4.87196175,5.185599,4.87196175,5.8087465,5.1919975
"Q74C05",7.75264,7.418748,7.418052,7.943029,7.7260265,7.90445,7.7260265,7.4592245,7.9197585
"Q74DR9",6.268652,5.489521,5.442842,5.95019,6.2557955,5.629022,6.2557955,5.584547,5.8867215
"Q74C07",5.994709,6.306983,6.4390895,6.304684,5.8470085,4.892276,5.8470085,6.450892,6.2283945
"A0LH79",5.0807985,4.968412,5.2137345,5.030274,5.09326975,5.342286,5.09326975,5.133216,4.8513605
"Q74DN4",5.03592,5.540992,5.563446,5.160525,5.205169,5.518264,5.205169,5.575085,5.343652
"Q747C7",8.936365,8.712321,8.659405,9.153205,8.9704295,9.028409,8.9704295,8.711756,9.0794285
"Q74H05",5.1191305,5.371657,5.3777575,5.258668,4.83852525,5.272785,4.83852525,5.170796,5.2324425
"A0A0D5NDD4",4.936632,5.726293,5.5012175,5.017896,5.244358,5.17369,5.244358,5.6396245,4.9079745
"Q74AI9",5.814439,4.768342,4.966212,5.434521,5.763473,4.681249,5.763473,5.082177,5.418752
"Q74E04",5.015392,5.787843,5.783992,5.146506,5.0291125,5.029771,5.0291125,5.7672385,5.307077
"Q74AU4",5.104985,5.288353,5.5688685,5.171967,4.9237085,5.25592,4.9237085,5.1456445,5.2750195
"Q747C0",5.963851,5.960875,5.7158455,6.348071,6.023336,5.876979,6.023336,5.8059215,6.297334
"Q748T5",5.96272,5.859138,5.8137215,5.788797,5.925278,5.060227,5.925278,5.534513,5.6368185
"Q74C33",7.267092,7.616181,7.602993,7.587206,7.218398,7.552485,7.218398,7.6450615,7.5816415
"Q747I8",6.9512495,7.097986,7.103833,7.014856,6.95582925,6.941904,6.95582925,7.1099205,6.9556415
"Q747L1",7.695355,7.469189,7.424655,7.707936,7.6163605,7.615687,7.6163605,7.437839,7.7015205
"Q74A46",5.9492645,5.567148,5.5654335,4.776876,5.58211625,5.341741,5.58211625,5.344537,4.8849655
"Q74E43",5.0213045,4.904539,5.1013865,5.001364,5.13754325,4.955995,5.13754325,5.100901,5.24753
"Q746T1",5.115929,5.146601,5.375126,5.716813,5.1251455,5.479935,5.1251455,5.298206,5.7034955
"Q74GI5",4.9490335,5.512258,5.444941,5.773757,4.91021275,5.838301,4.91021275,5.5103465,5.804565
"Q74BZ1",6.411338,6.303714,6.1922245,6.329317,6.2696585,6.062883,6.2696585,6.2437335,6.2562935
"Q74ES6",5.535463,6.471893,6.4236505,5.532907,5.6239635,5.644694,5.6239635,6.437644,5.569628
"Q74EF3",5.3876435,5.423175,5.4887895,5.032879,5.17584475,5.213047,5.17584475,5.1538615,5.052547
"Q74G84",5.3549895,5.351168,5.507907,5.382629,5.37228175,5.448676,5.37228175,5.26121,5.3635475
"Q748L9",6.1309665,7.406217,7.424701,6.629043,6.10655275,6.619239,6.10655275,7.430828,6.586543
"Q74D76",5.184747,4.972502,5.284775,5.162754,5.2878715,5.128965,5.2878715,5.148206,5.2138725
"Q74C94",5.261584,6.027186,6.0014215,5.751371,5.1828135,5.155259,5.1828135,6.1472025,5.838805
"Q74GY6",5.273337,5.105603,5.060283,5.183939,5.935445,6.073205,5.935445,5.269429,5.582414
"Q74BW3",5.129925,5.211094,5.15887,4.625816,5.1410655,5.134794,5.1410655,4.9852405,4.931962
"I7FIL3",4.841345,5.637199,5.4468275,5.118966,4.928971,5.359305,4.928971,5.470216,5.111252
"Q749P7",6.873513,7.78908,7.813782,7.12346,6.9379475,7.024157,6.9379475,7.7797895,7.034624
"Q748C2",5.1984175,5.42639,5.291254,4.976437,5.46108825,4.875175,5.46108825,5.257801,4.915263
"Q74G76",6.816706,5.574517,5.417821,6.8725,6.7175235,6.895666,6.7175235,5.720234,6.825014
"Q74BV9",5.08321,5.263255,5.294211,5.113445,4.967684,5.100047,4.967684,5.3061345,5.099588
"Q74C98",4.794295,6.162355,6.0826705,4.866903,4.9520345,5.303413,4.9520345,6.137865,5.3495685
"Q74H75",6.3468995,5.306835,5.3428205,6.739493,6.33511725,6.144792,6.33511725,5.185689,6.481754
"Q74GQ0",6.23335,5.453555,5.5320155,6.137671,6.243077,6.163161,6.243077,5.709091,5.5846585
"Q74BD4",6.565057,5.613059,5.393896,6.699786,6.5093865,6.481213,6.5093865,5.5282675,6.600169
"Q74AZ0",7.5159095,6.695648,6.5067825,7.07489,7.42109175,7.499962,7.42109175,6.5872945,7.3174225
"Q74H15",4.8856555,6.024691,5.7494785,4.876177,4.84761625,4.967014,4.84761625,5.614826,4.8973585
"Q74DS0",5.765778,5.145915,5.1858205,4.860982,5.8300695,4.88582,5.8300695,5.048699,5.1285295
"Q74BT5",5.108898,5.391171,5.5804015,5.344724,5.1929985,5.155621,5.1929985,5.2601495,5.2043345
"P61701",7.57568,6.774393,6.704279,7.52498,7.549921,7.585732,7.549921,6.663202,7.4937865
"Q74CJ6",6.244261,6.188197,5.9114795,6.42259,6.1951015,5.946015,6.1951015,5.6612625,6.159572
"A0LJT0",5.128034,5.252761,5.553222,5.020063,4.9852735,4.898769,4.9852735,5.276856,5.107736
"Q74C92",4.8897325,5.36076,5.7266175,5.293725,4.93042075,4.763267,4.93042075,5.492202,5.384343
"Q74EI1",4.8612585,5.192412,5.1985355,5.245661,5.04133625,4.939367,5.04133625,5.282841,5.0569935
"Q74G52",5.1947605,5.05369,5.2860405,5.034364,5.23044925,5.203034,5.23044925,5.4165235,5.097001
"Q749X5",7.792948,8.134846,7.9435395,7.846139,7.7842065,7.643413,7.7842065,8.110247,7.788743
"A0LM21",4.966211,5.587323,5.3174415,5.132548,5.032594,5.327989,5.032594,5.4219525,5.0544005
"Q747I0",5.4362925,5.386366,5.2766045,5.241372,5.61838775,5.102177,5.61838775,5.254422,5.3480095
"P60789",6.265599,5.734376,5.5757005,5.943949,6.238106,5.629032,6.238106,5.512607,5.9625235
"Q74EP6",5.133949,5.436316,5.41164,5.297654,5.2869005,5.039949,5.2869005,5.3412695,5.1492055
"A0LJQ8",4.7310155,5.477176,5.447599,4.609161,4.64185175,5.130203,4.64185175,5.255469,4.767332
"Q74GD7",6.4760125,5.803826,5.698204,4.768604,6.33854075,4.788725,6.33854075,5.7904485,5.249669
"Q74EX9",5.049735,5.359089,5.279922,5.822063,5.1654635,5.358689,5.1654635,5.2055755,5.5942805
"A0A0D5N6X8",5.0213065,5.408188,5.223049,5.129058,4.89423275,5.26553,4.89423275,5.450515,5.0330285
"A0LH40",3.8749525,5.356514,5.3604355,5.123996,3.88470625,5.335468,3.88470625,5.2260875,5.0700645
"Q74DP0",7.640572,6.555373,6.3814365,7.299268,7.573024,7.582518,7.573024,6.2791365,7.462012
"A0LFF6",5.059375,5.439623,5.4253705,4.94614,5.2886515,5.071805,5.2886515,5.536612,4.8854675
"Q746Q3",4.70898,5.340302,5.522781,4.967008,4.8919785,4.984698,4.8919785,5.227036,4.9209015
"Q748Y8",8.2645115,7.636829,7.610388,8.031287,8.22566325,8.219899,8.22566325,7.7211035,8.122999
"Q74CT3",7.5815385,6.409426,6.449657,7.446428,7.60705375,7.463236,7.60705375,6.3171865,7.4471185
"Q74G79",5.5707535,5.134451,5.707992,5.109014,5.62047625,5.124964,5.62047625,5.5554075,5.2714695
"Q747L0",5.6983145,4.999508,5.388816,4.706419,5.65920975,5.871882,5.65920975,5.1374955,5.2359095
"Q74CQ3",5.8312545,6.10995,5.68957,5.970393,5.79653475,5.902183,5.79653475,5.809446,5.8190865
"Q74A98",5.407043,5.448212,5.5258805,5.733927,5.495919,5.38153,5.495919,5.5766775,5.61434
"A0LQ13",5.0009045,5.436003,5.5614715,4.900105,4.92125125,5.422488,4.92125125,5.369729,5.078035
"Q74DY3",4.94135,5.268125,5.1797285,5.110743,4.7196955,4.88812,4.7196955,5.238174,5.0749395
"Q74FM7",7.8617965,7.542253,7.4389055,7.595673,7.83884325,7.749288,7.83884325,7.4933985,7.7406695
"Q74FC9",6.6901795,7.064121,7.1111665,6.80869,6.62434225,6.994423,6.62434225,7.0823145,6.9316325
"A0A0D5NAZ7",4.680369,5.261179,5.1763475,4.747118,4.7458305,5.428211,4.7458305,5.218735,4.9038285
"Q748Y6",8.4119265,7.867986,7.829775,8.401814,8.34522575,8.499054,8.34522575,7.894159,8.425175
"A0LML7",5.258255,5.220876,5.1593405,5.369128,4.844688,5.250421,4.844688,5.4601455,5.2577225
"Q74DW7",7.600525,7.460732,7.409619,7.631576,7.6102525,7.472054,7.6102525,7.430168,7.563858
"Q74H04",5.196102,5.667237,5.5552885,5.205316,5.4314925,4.999011,5.4314925,5.52623,5.295103
"Q74CZ0",4.894824,5.141791,5.293956,4.866226,4.988729,4.867319,4.988729,5.3614985,4.9797085
"Q74GS6",6.0331895,5.153163,5.342928,6.1712,6.05818475,6.029952,6.05818475,5.319738,6.1468715
"Q74F15",4.8804645,5.27304,5.372305,5.194866,5.00998425,4.853181,5.00998425,5.2629735,4.9991545
